apt_id,project,neighbourhood,cohort_month,apt_status,is_registered,is_subscriber,is_recurring,is_ondemand
201,Gindi 1,Unknown,2023-08,CHURN,false,false,false,false
75,Gindi 1,Unknown,2023-08,TRIAL,false,false,false,false
233,Gindi 1,Unknown,2023-08,CHURN,false,false,false,false
254,Gindi 1,Unknown,2023-08,CHURN,false,false,false,false
246,Gindi 1,Unknown,2023-08,CHURN,false,false,false,false
257,Gindi 1,Unknown,2023-08,COLD_LEAD,false,false,false,false
137,Gindi 1,Unknown,2023-08,COLD_LEAD,false,false,false,false
250,Gindi 1,Unknown,2023-08,COLD_LEAD,false,false,false,false
186,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
171,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
209,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,true,true,false,true
189,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
217,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
165,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
166,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
227,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
143,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
164,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
172,Gindi 2,Unknown,2023-08,CHURN,true,false,false,false
144,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
175,Gindi 2,Unknown,2023-08,COLD_LEAD,true,false,false,false
177,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
178,Gindi 2,Unknown,2023-08,LEAD,false,false,false,false
180,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
185,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
188,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
192,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
192,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
180,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
197,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
193,Gindi 2,Unknown,2023-08,COLD_LEAD,true,false,false,false
187,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
177,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
170,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
192,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
185,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
180,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
202,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
202,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
203,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
205,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
208,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
223,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,false,true,false,true
210,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
181,Gindi 2,Unknown,2023-08,CHURN,true,false,false,false
215,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
208,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
207,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
216,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
222,Gindi 2,Unknown,2023-08,COLD_LEAD,true,false,false,false
173,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,true,true,false,true
143,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
169,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
167,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
247,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
204,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
251,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
179,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
206,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
218,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
209,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,true,true,false,true
181,Gindi 2,Unknown,2023-08,CHURN,true,false,false,false
171,Gindi 2,Unknown,2023-08,TRIAL,false,false,false,false
196,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,true,true,false,true
153,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
167,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
164,Gindi 2,Unknown,2023-08,CHURN,false,false,false,false
179,Gindi 2,Unknown,2023-08,COLD_LEAD,false,false,false,false
168,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,false,true,false,true
168,Gindi 2,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,false,true,false,true
255,Gindi 3,Unknown,2023-08,TRIAL,false,false,false,false
239,Gindi 3,Unknown,2023-08,CHURN,false,false,false,false
226,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
241,Gindi 3,Unknown,2023-08,COLD_LEAD,true,false,false,false
245,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
244,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
231,Gindi 3,Unknown,2023-08,CHURN,false,false,false,false
240,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
229,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
236,Gindi 3,Unknown,2023-08,TRIAL,false,false,false,false
238,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
234,Gindi 3,Unknown,2023-08,TRIAL,true,false,false,false
231,Gindi 3,Unknown,2023-08,CHURN,false,false,false,false
256,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
229,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
229,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
242,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
230,Gindi 3,Unknown,2023-08,ON_DEMAND_SUBSCRIPTION,false,true,false,true
228,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
253,Gindi 3,Unknown,2023-08,CHURN,false,false,false,false
240,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
232,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
252,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
256,Gindi 3,Unknown,2023-08,COLD_LEAD,false,false,false,false
211,Gindi 4,Unknown,2023-08,CHURN,true,false,false,false
191,Gindi 4,Unknown,2023-08,CHURN,false,false,false,false
211,Gindi 4,Unknown,2023-08,CHURN,true,false,false,false
145,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
156,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
183,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
158,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
152,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
151,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
150,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
198,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
176,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
163,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
221,One Ten,Hoboken Polygon,2023-08,RECURRING_SUBSCRIPTION,false,true,true,false
146,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
149,One Ten,Hoboken Polygon,2023-08,FREEMIUM,true,false,false,false
184,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
148,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
147,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
182,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
174,One Ten,Hoboken Polygon,2023-08,RECURRING_SUBSCRIPTION,false,true,true,false
159,One Ten,Hoboken Polygon,2023-08,FREEMIUM,false,false,false,false
243,One Ten,Hoboken Polygon,2023-08,CHURN,true,false,false,false
155,The Enclave,Hoboken Polygon,2023-08,CHURN,false,false,false,false
270,100 House,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
341,100 House,Hoboken Polygon,2023-09,CHURN,true,false,false,false
307,100 House,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
337,100 House,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
269,100 House,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
317,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
322,829 Garfield,Floating Jersey,2023-09,COLD_LEAD,true,false,false,false
318,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
342,829 Garfield,Floating Jersey,2023-09,TRIAL,true,false,false,false
293,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
296,829 Garfield,Floating Jersey,2023-09,COLD_LEAD,true,false,false,false
336,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
291,829 Garfield,Floating Jersey,2023-09,COLD_LEAD,true,false,false,false
300,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
319,829 Garfield,Floating Jersey,2023-09,CHURN,true,false,false,false
301,829 Garfield,Floating Jersey,2023-09,COLD_LEAD,true,false,false,false
316,Azrieli TLV,Unknown,2023-09,CHURN,true,false,false,false
288,Azrieli TLV,Unknown,2023-09,FROZEN,true,false,false,false
321,Azrieli TLV,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
297,Azrieli TLV,Unknown,2023-09,TRIAL,true,false,false,false
315,Azrieli TLV,Unknown,2023-09,CHURN,true,false,false,false
295,Azrieli TLV,Unknown,2023-09,CHURN,true,false,false,false
330,Gindi 1,Unknown,2023-09,CHURN,true,false,false,false
326,Gindi 1,Unknown,2023-09,TRIAL,true,false,false,false
129,Gindi 1,Unknown,2023-09,COLD_LEAD,false,false,false,false
330,Gindi 1,Unknown,2023-09,CHURN,true,false,false,false
85,Gindi 1,Unknown,2023-09,TRIAL,false,false,false,false
324,Gindi 1,Unknown,2023-09,CHURN,true,false,false,false
246,Gindi 1,Unknown,2023-09,CHURN,false,false,false,false
260,Gindi 1,Unknown,2023-09,CHURN,false,false,false,false
298,Gindi 1,Unknown,2023-09,COLD_LEAD,true,false,false,false
278,Gindi 1,Unknown,2023-09,COLD_LEAD,false,false,false,false
258,Gindi 1,Unknown,2023-09,COLD_LEAD,false,false,false,false
283,Gindi 1,Unknown,2023-09,CHURN,true,false,false,false
282,Gindi 2,Unknown,2023-09,TRIAL,true,false,false,false
206,Gindi 2,Unknown,2023-09,CHURN,false,false,false,false
280,Gindi 2,Unknown,2023-09,CHURN,true,false,false,false
167,Gindi 2,Unknown,2023-09,CHURN,false,false,false,false
276,Gindi 2,Unknown,2023-09,CHURN,true,false,false,false
333,Gindi 2,Unknown,2023-09,COLD_LEAD,true,false,false,false
325,Gindi 2,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
325,Gindi 2,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
169,Gindi 2,Unknown,2023-09,CHURN,false,false,false,false
280,Gindi 2,Unknown,2023-09,CHURN,true,false,false,false
169,Gindi 2,Unknown,2023-09,CHURN,false,false,false,false
328,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
274,Gindi 3,Unknown,2023-09,COLD_LEAD,true,false,false,false
334,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
279,Gindi 3,Unknown,2023-09,TRIAL,true,false,false,false
279,Gindi 3,Unknown,2023-09,TRIAL,true,false,false,false
299,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
275,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
334,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
339,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
252,Gindi 3,Unknown,2023-09,COLD_LEAD,false,false,false,false
294,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
339,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
292,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
335,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
284,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
329,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
275,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
327,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
329,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
338,Gindi 3,Unknown,2023-09,COLD_LEAD,true,false,false,false
339,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
340,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
340,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
284,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
338,Gindi 3,Unknown,2023-09,COLD_LEAD,true,false,false,false
277,Gindi 3,Unknown,2023-09,TRIAL,true,false,false,false
281,Gindi 3,Unknown,2023-09,TRIAL,true,false,false,false
281,Gindi 3,Unknown,2023-09,TRIAL,true,false,false,false
292,Gindi 3,Unknown,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
303,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
272,Gindi 3,Unknown,2023-09,CHURN,true,false,false,false
259,One Ten,Hoboken Polygon,2023-09,FREEMIUM,false,false,false,false
302,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
290,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
305,One Ten,Hoboken Polygon,2023-09,CHURN,true,false,false,false
313,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
306,One Ten,Hoboken Polygon,2023-09,ON_DEMAND_SUBSCRIPTION,true,true,false,true
312,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
343,One Ten,Hoboken Polygon,2023-09,CHURN,true,false,false,false
311,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
304,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
309,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
308,One Ten,Hoboken Polygon,2023-09,CHURN,true,false,false,false
323,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
287,One Ten,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
314,The Enclave,Hoboken Polygon,2023-09,RECURRING_SUBSCRIPTION,true,true,true,false
310,The Enclave,Hoboken Polygon,2023-09,CHURN,true,false,false,false
268,The Enclave,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
273,The Enclave,Hoboken Polygon,2023-09,FREEMIUM,true,false,false,false
370,100 House,Hoboken Polygon,2023-10,FREEMIUM,true,false,false,false
384,100 House,Hoboken Polygon,2023-10,CHURN,true,false,false,false
353,829 Garfield,Floating Jersey,2023-10,CHURN,true,false,false,false
364,829 Garfield,Floating Jersey,2023-10,TRIAL,true,false,false,false
356,829 Garfield,Floating Jersey,2023-10,TRIAL,true,false,false,false
85,Gindi 1,Unknown,2023-10,TRIAL,false,false,false,false
344,Gindi 1,Unknown,2023-10,TRIAL,true,false,false,false
74,Gindi 1,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,false,true,false,true
382,Gindi 1,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
324,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
345,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
381,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
381,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
344,Gindi 1,Unknown,2023-10,TRIAL,true,false,false,false
71,Gindi 1,Unknown,2023-10,CHURN,false,false,false,false
130,Gindi 1,Unknown,2023-10,CHURN,false,false,false,false
357,Gindi 1,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
357,Gindi 1,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
138,Gindi 1,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,false,true,false,true
361,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
298,Gindi 1,Unknown,2023-10,COLD_LEAD,true,false,false,false
70,Gindi 1,Unknown,2023-10,COLD_LEAD,false,false,false,false
374,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
345,Gindi 1,Unknown,2023-10,CHURN,true,false,false,false
250,Gindi 1,Unknown,2023-10,COLD_LEAD,false,false,false,false
189,Gindi 2,Unknown,2023-10,CHURN,false,false,false,false
333,Gindi 2,Unknown,2023-10,COLD_LEAD,true,false,false,false
366,Gindi 2,Unknown,2023-10,TRIAL,true,false,false,false
333,Gindi 2,Unknown,2023-10,COLD_LEAD,true,false,false,false
369,Gindi 2,Unknown,2023-10,TRIAL,true,false,false,false
355,Gindi 2,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
346,Gindi 2,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
365,Gindi 3,Unknown,2023-10,CHURN,true,false,false,false
335,Gindi 3,Unknown,2023-10,ON_DEMAND_SUBSCRIPTION,true,true,false,true
328,Gindi 3,Unknown,2023-10,CHURN,true,false,false,false
226,Gindi 3,Unknown,2023-10,COLD_LEAD,false,false,false,false
284,Gindi 3,Unknown,2023-10,CHURN,true,false,false,false
245,Gindi 3,Unknown,2023-10,COLD_LEAD,false,false,false,false
